"timestamp","signature","pool_id","maker","base_amount","quote_amount","quote_usd","side","fake_volume","program","d_app","network_fee","jito_fee","asset_price_in_usd"
"2025-06-06 18:33:34.143","4JNKVcfouDyV4gLSKsg3Utr8hUy3RNWR5bfnc5ZuEHNsDTNyqgYY1v6j673aKapBQoFFs3Aui4xj8j2g5UXXLGRk","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","Ax6De3NEmSxTBQcDDA7ZmDqBAPQtTvcg3ZzrMsV1k4WN","614362.75","0.022847167","149.08301188000002","0","false","3","0","0.0000086","0","0.000005544158511051239"
"2025-06-06 18:33:34.146","nGfb9Vctz3MR8qs9u93E9mfg2Dx9mt85PEJAbRQ6agGxTt2WFR2KoLc7yvXSA8z7DAj956dQ6fCFg1vr7WxrGMj","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","7UZo84gSG7sgcVxYfvYsyuizZWQQMYBVwbxLPPd99SqK","28907569.466668","1.110244092","149.08301188000002","0","false","3","0","0.00008","0","0.00000572578519090606"
"2025-06-06 18:33:34.302","4tgm9giXVUnaCAgZ5B3qBF4nRjpLUifQkNpt9HteTdw3ffkzv5NPTVghK8v152N6nJ57HzGBLJrP62gWLHXVkbef","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","3CAYRzRRoJN2TC27abkVo4przxTia2oFchH3Tu1TCGkE","2973926.178449","0.117494853","149.08286337","1","false","3","0","0.000024681000000000003","0","0.000005890014770175851"
"2025-06-06 18:33:34.304","54Fi5xdvyCYDgT2CJ7z4t6T2vZLU3YYMkeworq481a6R1nuDhzDWxf6jsFaycESoPi8nGrKVTHTa93AuZ5vnYS4L","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","9DnQFN6MhVp7DQ4EdG51k9wNPhov1LMLwFcs1FTY5WsG","3071814","0.120553461","149.08286337","1","false","3","0","0.0000086","0","0.000005850762824521155"
"2025-06-06 18:33:35.217","5nAzN4wGTmhZ6N7E59QpxGfAQMkYPHqpvbtgDEdvvT3Hx8gVapw1xyVzErbJTuCQ15tmY7umdfMw5754kDLoQjda","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","9yCDkpYssZi2xjqBnChuSLt4PYGhq4t5rg66ajgBqmfy","151691.079646","0.005933958","149.085725","0","false","3","0","0.000009060000000000001","0.000012960000000000001","0.000005832039910415906"
"2025-06-06 18:33:35.409","KMBNo5A8Gm9U439QxFibD3yuwG59XgCRGAh4MM6vt42Z6E9wXwr1r8GNrLzRqu55wqnAk5wGYVBrXUep8gzwLyJ","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","JB4wUM3NRJrs8efHhqBLgQGSVDGU84emqo8KQFv2vwM7","5290983.862087","0.205810474","149.085725","1","false","3","0","0.000045","0","0.000005799186791845693"
"2025-06-06 18:33:35.427","3U7eVyviBPjhLzsmYYhfycLrQkhke2V1b2UhZycBvXJwFkqpzUcJXqQg4rZEkQnccgqyLwx78AS8TTwytW8bQLGQ","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","2GJL7f5fmEmbRAUThG2PKRYaP7JQ8Fs13bcdXpdDMTaQ","7912072.553589","0.303350886","149.085725","1","false","3","0","0.000045","0","0.000005715984839925118"
"2025-06-06 18:33:35.781","4RCXL2iVoy3s8taTPzZujSGW2jsVpiwbaKRhnSN7TxsvgWsa6Vze5fXSz1KW7mdB1J99vkXyrLATEB1ExmHEB1Aa","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","GFu8UmXBN2bHmKSSJjeHKSBTXSUe4fcQdeGdHJ4zR53","2720432.726309","0.103100545","149.085725","1","false","3","0","0.000024681000000000003","0","0.0000056501376970548295"
"2025-06-06 18:33:37.505","551ptAyKFQPGuD2JY7JMjemEai1Pc9ss2NwvtmmCGWmE9Ph7eHETUcUUwm2dzHiTeZbnhXXpqNrM27iD6jrDouPj","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","3TCM8uZMU3PGLsoRaSZGTmVRg5kPjT6sQ7xaMToAmaF1","63909090.90909","2.258538247","149.08441316","1","false","3","0","0.00020500000000000002","0","0.000005268622106241201"
"2025-06-06 18:33:37.552","5ptvnebCcXMm7ESr7s7Qc7RFqHFxdvgeKajQ5MemcKyvzwvbWVhTVieDZifeMTvMv9ArzfF9fbatjQZVY9JCrbDP","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","8TmYqSsyqVvwTHwbrbaCBzSqSkkc15dzQHn3KCta5Q6","11364877.334941","0.380000069","149.08441316","0","false","3","0","0.000023401000000000002","0","0.000004984839309567314"
"2025-06-06 18:33:37.584","2yvKSJwiNm5Smtqz7tteCMeHAkLWYtjjgex2iLrHZZvwd1esvPMnEzde7rRYX1SEZqB8prycNg3ughaqpGQfgKLW","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","2qckxtTtFJgPFg2ZDGZdMoM4KLqU8urgMV6ot7LyZrwL","2623344.169593","0.088976227","149.08441316","0","false","3","0","0.000014881","0","0.0000050565109760432036"
"2025-06-06 18:33:38.666","4fLzYcTf3wEURa6osbPLQ6TraZoEJ9CKaTBnVvPEFfeQev7MprWLX6juGLZ977vmkTkA6Ep6zWjRg9pgfL1AoWG8","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","8TmYqSsyqVvwTHwbrbaCBzSqSkkc15dzQHn3KCta5Q6","11364877.334941","0.382040254","149.08361396","1","false","3","0","0.000005122","0","0.000005011575582026468"
"2025-06-06 18:33:40.147","64nKXSBAqXyiE7qHy98YfDGQxshTA6SHhSSFS1u5RrrT8jZNGoBHKWURMb4qCSTkA2Te31R5XpsKurHNXbm3rwfC","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","BcrspNqjNxj2jwsYtkswwE4WqFChETk97JHj2RVKREYx","31162293.586673","1.06930693","149.08121017","0","false","3","0","0.00008","0","0.000005115591723830719"
"2025-06-06 18:33:41.619","3RKsdQzZyQhjSWrmLCfyD8SdySnrmxgKfouug1JpC8WuJU8EVWLcNWUYcqEXwWW69MEnAWg478XMqerdj22RfJUu","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","9yCDkpYssZi2xjqBnChuSLt4PYGhq4t5rg66ajgBqmfy","151691.079646","0.005374478","149.08106108","1","false","3","0","0.000005016","0","0.000005282003957391204"
"2025-06-06 18:33:49.152","2yGvdGePYjsmmg1NtwBWg88mVLVXQC2AeRLPHSnf2Y2Jxq9f6381SBfKvCpYK5xHEDbK2t7sdVWXYHBxttDLAVWi","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","rZvN11zV8s5fkES6tHadsxBFy7TJiqeAkRhAXGzhVqU","26625306.989322","0.970297029","149.14426785","0","false","3","0","0.00008","0","0.0000054352139505949145"
"2025-06-06 18:33:49.671","2NAWmcZFC28NocyspvwaQTMK8DF5oc6Q4goHQpMqGt3M7pHeZr2qBBW7UKAavT22frzheML8HAmHUJcXJJN7m98j","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","2qckxtTtFJgPFg2ZDGZdMoM4KLqU8urgMV6ot7LyZrwL","2623344.169593","0.098070978","149.16246748","1","false","3","0","0.000014881","0","0.000005576282836318174"
"2025-06-06 18:33:57.347","5VF62uwknMUVwz43HaRc2xDxjkPePfkQ6zZSjV9xb8jDc2S38PK5M2zgP3XkaqfSEM7vPqvkpm7aPq8jePV9ULr9","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","H2fXJJAr9ZAfPfQ4sBbpCYoLxQWBu9BoXz45zKituEPB","346485.885942","0.012921263","149.24978715","0","false","3","0","0.00008","0","0.000005565871023046494"
"2025-06-06 18:33:57.512","2kAX2v582LdYC2jdD9Bku4pVTp4NgxHTfme51ET1Dy2fxwSjur4gSBuzBax2zTaJxhCyyun8LmGWywY5p3Ph9pXf","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","Ax6De3NEmSxTBQcDDA7ZmDqBAPQtTvcg3ZzrMsV1k4WN","614362.75","0.02290441","149.24978715","1","false","3","0","0.0000086","0","0.0000055642669046851095"
"2025-06-06 18:33:58.744","4Tby11qwhkMgS8mKr6UoqZzDX8QiSp9GVBRhgcnQntVG1pswEeXrfxnbdNdPcpmoRugnmFNdZpQ4W1Vvwt39LhJF","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","B9QqN3CgAcB5aPMFQC3i3c2rMG9ew1PA2xLRrez2sGvk","1389686.875064","0.051852995","149.24578676000002","0","false","3","0","0.00008","0","0.000005568766010171137"
"2025-06-06 18:33:59.198","3n9nqL96G4M7md9KS381gJpRFYTaCLAyewAv5sqxwzsge9n3AxadpdGdQrzobD5vce6ypCYMJeZguRioV2WCjg9X","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","DbG8n6bm1t7pfS92T7sf1sRMF7d71XdiURiHr3bJacD2","640734.093821","0.023959868","149.24578676000002","0","false","3","0","0.00008","0","0.000005580956881818028"
"2025-06-06 18:34:00.762","jWbwDqGsw432cbwiJ4JQnZN7WeVUJGimuHFiNZMkwobwpp4tGN64S6d8J29ZHteo6Uk5iv3wNNrXDfvC2Y1U4As","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","8Px8ZBMp31rzXMzF2wSrKsirWdZCm4LQrVZXanKsYJjY","1124145.991999","0.042116854","149.23278492","0","false","3","0","0.00008","0","0.000005591102453972573"
"2025-06-06 18:34:02.317","4VZtkZu35S71DK6Lh2AaEKbxYNPwz648CKxH7QjXG3D8m8HhFE9wnhZuE1DPNSppBgUA3MRfnEnv1gEXzau53UQq","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","FYcbR1sZbjg3vtMuv7c2Hd49pPKB5TPfiWwqztEM6M1v","569167.231668","0.02136322","149.22419250000002","0","false","3","0","0.00008","0","0.000005601006305927648"
"2025-06-06 18:34:03.793","2N8b5yDX3NYphJhF2wwRDhXeSzECywaq5ouMHxoXNe7PteGhBxdmXLqSc64exNWStHW8TrJMLzSJSysLiXa4jG7n","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","2MMBZQjhcEykKR8rrXdG5TrwkMnwhwRNj1WzFz7mWUAU","1941458.964744","0.073069084","149.21091168","0","false","3","0","0.00008","0","0.000005615727572537248"
"2025-06-06 18:34:05.417","4Skf5uRREsxRDXP2jc3EftX3wTBxVRFoAezqoNVz9YmD6tWdDZQM5kxQbpAvee48sbajW2UW1n6Qd7BkTuNFeSb2","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","3uHmypyN2aqUf6E11j3hBezmbYB8qZYA7sTLCghchtsd","1510584.929855","0.057065417","149.18272817","0","false","3","0","0.00008","0","0.00000563568087034727"
"2025-06-06 18:34:06.794","5VckpeEq2Z3oncgTFV8kK23Jso7bDDjVpUYAc3hqAwesM696bNLYZKMeoSZFavNk8mFLTMQCapAom2NcX1k56bLF","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","H74KHXmTEVCdRjA9Dfzf5FoaSCGK82KZY1Z3FdpsiLKs","909404.980758","0.034444849","149.18308446","0","false","3","0","0.00008","0","0.000005650495572715987"
"2025-06-06 18:34:07.306","4x4N47EBuXMucemGuCGd9DWSyc4LaMJHs7KGVZdjaVpRJp238EEtTLyJUReViHETh4oK23WP7kHyotkThKNWYdMe","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","HPNEVuKTyEj6gSgbwzCgS41P2oVCeWxzHRptqACtBgPk","23414904.083745","0.910891089","149.1835","0","false","3","0","0.00008","0","0.000005803565126289305"
"2025-06-06 18:34:08.041","4xjLqEmMcLCxyMyJxxuPvdCz7uQVXja9KhBxZ7PdvLanGWofps1gR9a2KL28jQXbMUpbz1oo2YbPy3THiWbX3rJL","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","CcUc7KvRLvbnVtU1bmPoPKQboM4XpnGqXjduPUsLyiVg","494743.168568","0.019759316","149.187","0","false","3","0","0.00008","0","0.000005958309812794989"
"2025-06-06 18:34:09.934","5xZ3MRV5LqFjwYTqgoTwbJRC2aDQxTQiwFt5syhxEGqmZikronp1HYqAoSAZsvjgsFhuvnfUhj1UQnRunDP8b6dj","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","5yWrg8myRHfZfq92epZkxmX8J11T8XrRjG4R6TE3q7JG","1596820.400091","0.063923547","149.19425468","0","false","3","0","0.00008","0","0.000005972510089815643"
"2025-06-06 18:34:19.473","24rSkcSbgsPMzXCyrMtRm2t7nsrNAKmR6RzGJt53A8b4EHnQDCnFfKSf2CMqwTm7W9rCRPEugGYFG4zyFLBaKvjo","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","7UZo84gSG7sgcVxYfvYsyuizZWQQMYBVwbxLPPd99SqK","28907569.466668","1.123047857","149.1525","1","false","3","6","0.00020500000000000002","0","0.000005794516750511846"
"2025-06-06 18:34:32.818","2sCCFAUBybY8Fsus1inD35oMR37gjjg63UQdsb82V5rXbQoHmTGYCmbgbH8hdmQDgkiFT1sDeXjsg631aS19diBT","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","EzAeCj9MGACJhPy1eXTN126fCCV1P9WApKNUdXdgMCoY","29182233.291822","1.064686477","149.236","1","false","3","6","0.00020500000000000002","0","0.000005444735825825196"
"2025-06-06 18:34:32.835","4iQp8oKJk2fhCsiy7JwKrztUuVLScrERM5Yo6EbGGddsHrrqmxayCRdu6ynL7E4Z3Vfgx3yu943TV3GZwSRYYM1q","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","HPNEVuKTyEj6gSgbwzCgS41P2oVCeWxzHRptqACtBgPk","23414904.083745","0.80830109","149.236","1","false","3","6","0.00020500000000000002","0","0.000005151745274539972"
"2025-06-06 18:34:32.840","5ucEWWNqvW8AfY2R4n4L9z6Q1bvoac6YoaQVWEzZsoHnYk4EzzRn1JVQVSvGQbEXAvwY5vg6yhc5p6uyMiqaiP6L","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","rZvN11zV8s5fkES6tHadsxBFy7TJiqeAkRhAXGzhVqU","26625306.989322","0.87331918","149.236","1","false","3","0","0.00020500000000000002","0","0.000004894991866150078"
"2025-06-06 18:34:32.849","5kgYcZebC2eJsVtmsJBzTbNY639aRgpVyfzkNUEQ858igwGzTe4wSAdphi43EX3SoYAczkLLkpLfuW58U9B4DTVu","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","BcrspNqjNxj2jwsYtkswwE4WqFChETk97JHj2RVKREYx","31162293.586673","0.965076603","149.236","1","false","3","0","0.00020500000000000002","0","0.000004621744915043801"
"2025-06-06 18:34:32.851","5Pd4Z3e86Ua7PxoX7t9AGErtEWw8fEb63HdvyQ9C2MHgJViDMgJj4sv2SrvQrapci2o6LkMGFrAyvZaf1Y19EspG","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","BsEGywni56CFweTf5YS6z6q2q7uFySfwm85zmEtsTmQw","27259963.162211","0.79780267","149.236","1","false","3","0","0.00020500000000000002","0","0.000004367609690139553"
"2025-06-06 18:34:41.136","2eehnpWNKQ4jLHsX2gTDjnU8uN5YXSp5XkkPxrAnQCCzRFfWkPt7DQ3rjxtzszdWq9WjynLocJ3GHEZcU4z25cM6","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","EdmEfMteanj5AkohiWirRs9fxGXP3RaVHtPg8jGitJpx","27601286.142372","0.792079207","149.23699623000002","0","false","3","0","0.000549468","0","0.000004282681648209669"
"2025-06-06 18:34:41.240","2NhTPah2QmDaTsVWGu8qU5S9rGZ8iKrQ51eTQWcqMmFiy2H7zXtj4pC6VAGwk9AAv3KdBGsEMYuG5i4PHjBVkgdm","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","AcULspHXYRmoKkUhKN2WmFo4f8USUkmJtAE1LE2twJ2E","18672550.419863","0.56","149.23699623000002","0","false","3","0","0.000005","0","0.000004475699141767972"
"2025-06-06 18:34:41.242","4s7aKnfTtNLb8S6F3wc81MNoJkgJkrsaRkPcd7RuwQqAPcdHfrR4nuXbLzkbFgavs3sc8mtMXAcDKgi8bRbJd5Vp","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","CatyeC3LgBxub7HcpW2n7cZZZ66CUKdcZ8DzHucHrSiP","10000000","0.308363062","149.23699623000002","0","false","3","0","0.000005","0","0.000004601917712116526"
"2025-06-06 18:34:41.502","p6JkenXLvpN13ncb5Qm2EK2GUVFS7jhbsPnRBwAG3UWizkRAdPS7yRJUTYWZGLhEgcoULdqJMC64rFqp3pw7z6o","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","F3hBsxrxk6T5otQpT3SVcqjz54EXFDGADWnFmhNFkhuD","71531.501937","0.002227619","149.23983812","0","false","3","2","0.000355001","0","0.000004647595673942858"
"2025-06-06 18:34:41.564","3cGg1AeQiHWDwnGerUW47LuXtWcufeHUjBUTTPntftBV8wctrECpDsxdxWHDyRmnGehRHLauo6kcuT5rpUDYtCNE","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","ARdaARDxiCR6pfy5f5SppWnjmMELtX9vN8xGaS24GhZS","642269.084429","0.02001546","149.23983812","0","false","3","0","0.000100988","0.000047994","0.0000046508606481549335"
"2025-06-06 18:34:41.614","2JRxNyXqPeQwNQpv2E3hM9rLQRqashr7KCfWNsTnWVGdtzxzuc7tVRJHDqdmUFqQayiqEgkY9zVxpBVjtrTwXk9S","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","4bpSYk1pq7mJFLeoomo4BYrEaykhcXi2ANLhFEvaMuEB","333333","0.010397857","149.23983812","0","false","3","0","0.00001","0","0.000004655328141752868"
"2025-06-06 18:34:42.127","2NDy6fsZ6ARSaENxvJG376ZCBv8QLoCf7aDbwYddFQ1oWu5QwZCWhBTyAn82Whuf7nW6ydj6zjQXtrpj48m4bH3M","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","CatyeC3LgBxub7HcpW2n7cZZZ66CUKdcZ8DzHucHrSiP","10000000","0.308996111","149.24690863","1","false","3","0","0.000005","0.0005","0.000004611671434544234"
"2025-06-06 18:34:44.255","2B2LMZyRM7vQGAygPL95SdW4aU8zqWwsCBNjLpcnY2oEP85XUuKwDLozp9jVjFZ8fXLUe4w4Nam5L7Cxo1kKF8pp","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","AcULspHXYRmoKkUhKN2WmFo4f8USUkmJtAE1LE2twJ2E","18672550.419863","0.561133778","149.25039746000002","1","false","3","0","0.000005","0.0001","0.0000044851633821613685"
"2025-06-06 18:34:45.159","3MYgAsGdncyiLi4nd2vUwFoRq39UxdqpbPRrttsjKuJEY87SuhftbMst7wzhYsQ5pxnxkFynFpfwSUZfCD7YghAK","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","ARdaARDxiCR6pfy5f5SppWnjmMELtX9vN8xGaS24GhZS","642269.084429","0.018944255","149.25373297000002","1","false","3","0","0.000077","0.000036","0.000004402361635698745"
"2025-06-06 18:34:45.394","5Tp6yhajR4GX1X2HVD13Mqepbgp7y1UCJzD71hU1TmDi1jMJkMQRJgG15yRQyK48woPLYRyxnwwHEXAFJoVZMatq","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","HTnwmv64ZEjdmWcrnuVFQLtRyKn2uvhdiJAawV3kwFLT","576402","0.017000379","149.2533","0","false","3","0","0.0000051","0","0.000004402071240212039"
"2025-06-06 18:34:45.429","5ZYkx9ezYvRAkayGsxvdAb1Y4WqfnwNg12MXMbcMjxKcnfoxcRW3VL4s9fH8GyePAyCf3zAgfJhSt66sHp2ULSZy","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","9EcnrGiUvTAXQ3vo4JQNeUGugKAmeTfX2F2CNduuL4Sx","864999","0.025547487","149.2533","0","false","3","0","0.0000051","0","0.000004408151618044761"
"2025-06-06 18:34:47.176","3hb4x4UVo7evdzbzBrwc3zeoT3RJVMpM6qLoF4zh5Lj8Gsj7tRHwHYNP2Bn9yihDnKb5UUfXt54p1UYhdMfeCWrG","12Ygfz6u61pcb263tHMA7Cn9pbKdscqJ6MXiYsvPkayV","CZCFKuoiJ8J4AstGwpZCsF1d1ApwtTV2JP99rFM7Pkgq","82894.727274","0.002450495","149.23725268","0","false","3","0","0.00012800000000000002","0.0000123","0.000004411681581354093"
"2025-06-06 18:34:47.277","2HQroZ2cR4TyDpR1JR6HoHbqiCdNDo3y7v1Du5F4FJwybJeP6SVVywc4swAQJM1wmigENCW7BPuHjnK91ynXccCd","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","H2fXJJAr9ZAfPfQ4sBbpCYoLxQWBu9BoXz45zKituEPB","346485.885942","0.009877022","149.23725268","1","false","3","0","0.00006500000000000001","0","0.00000425419818741668"
"2025-06-06 18:34:47.280","672hTinQQcDYfQwRH23iS7QMJUHZ5uUvbsqEfjWZCmHShBzds46LpGYZUQMNK7W8e1ekRCcv3xJYXpn9Ec2YEoMm","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","3uHmypyN2aqUf6E11j3hBezmbYB8qZYA7sTLCghchtsd","1510584.929855","0.042986017","149.23725268","1","false","3","0","0.00006500000000000001","0","0.000004246775506592376"
"2025-06-06 18:34:47.303","5uVW3Q8samM8eAjtH5mCYU9iDsur3gCEe49TjZHEAqhGbk8rJaK52nCuyJX6F9DU3jmZaiqsUw3Y47hTY42vx7sQ","23w6YT6C3JoiyKNfKRnLnnmAo6xEAEae5Thm7hBu41Kt","FYcbR1sZbjg3vtMuv7c2Hd49pPKB5TPfiWwqztEM6M1v","569167.231668","0.016164897","149.23725268","1","false","3","0","0.00006500000000000001","0","0.000004238481563784667"
